Sentence,Label
 no they arent they have all said she could speak in or out of the public amp she should be heard stop spreading lies of course u liberals think u should just ruin his life with no evidence,0
 a boyfriend and girlfriend suppose to laugh at these hoes together a guy should never have these hoes laughing at his girl,1
 lmao hell yea i love thick bitches thick bitches love fat niggas,1
red sox fans bitch the loudest about right field their hitters exempt from hitting them out too yankees yankeestadium,1
 time to dump another diet coke in the trash,0
 ivanka speaking about empowering women is embarrassing she was given everything on a silver platter by her father and is one of the least empowered women in america she is fully dependent on her father she preferred cheap labor and disempowered women to make her products,0
floppy bird chalmers over here taking after his hero lebron,1
 yellow fin,0
 have you ever had sex ina cherry red vet witha fat trap niggah keep that pussy sooo wet ,1
 wen u look liek trash n sum complimentz u ,0
 i sent that bitch a smiley face bitches love smiley faces ,1
that front flip was trash thats how i front flip into the swimming pool and land on my back every time,0
 sounds like a good idea but i want my word to be spread jews niggers and commies alike,1
where my scene hoes at,1
its gonna be a long season for the yankees if this simulation is right bluejays rays yankees orioles ,1
everybody loves pot brownies but i bring crystal meth cupcakes to a party suddenly im the weirdo,0
 need to get laid sike im celibate bitches be like ,1
 oh you didnt hit me boo boo bitches who got hit in the jaw,1
 nobody wants to be with a bum except bum bitches,1
but she a bad bad bitch make you late for it,1
 her life is crappy because she is crappy and shes threatening to kill everyone another nut joblisten up fbi,1
tomorrows agenda bake brownies visit a couple open house,0
 multi till i die bitch believe that,1
lmao these hoes,1
 fuck you up fucking skank ass cunt,1
swat to the twat,1
 your a bitch if you hit a girl,1
ebhgjhbgjbejfb i saw this ach websingle xxxxx marylandunempins and was like some bitch named mary landunem stole my money,1
 im just a bitch for no reason i think im funny sometimes,1
traitors are pathetic ignorant fools and negroes are fools because they are starting to literally bite the hands that feed them ,1
 somebody call an ambulance because these bitches dieing for attention,1
 ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao ,1
i dont give a single shit who you are if you wear a suit and white cotton socks i am just going to assume you are functionally retarded,1
 i tell a bitch dont my shit unless u suckinfuckin,1
 happy birthday bitch,1
 im joked out bitch you stupid,1
i aint really trippin about the money yo that shit constantly comes like a bitch pussy,1
bae gotta bitch whoops ,1
 not a fucking charge even as a juvenile if you call michaelbrown a thug at this point just say nigger cuz its ,1
since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other ,1
 oh no i know why that i just dont know what she is talking about because i dont see a tweet she is repling too lol,0
ima be home tomorrow so line up a bitch for me,1
 fag,1
 female ig models in person be so trash ,1
them chicks triedto put me under the fire lol im not a dirt bag courting with a dumb hoe though,1
nicki gottem mad as fuck tho however credit due to cassidy for the response he didnt diss nicki but killed you lookin ass bitches,1
when a bitch say you cant dance ,1
 u hoes going to church this morning like yall wasnt busting it wide open for niggas about  hours ago,1
watch excited isis jihadis getting their yezidi sex slaves on distribution day isis tcot pjnet lnyhbt gop,0
nowplaying ian hunter once bitten twice shy on thearrow ,0
 if you aint a ho get up out my trap hooouseee,1
 queer gaywad,1
stupid bitch should have stayed home ,1
 i say nigger with love,1
 ill say it for you do ya woman want you on the couch in plain sight or outchea with these bitches simple,1
 a real hoe will never let you turn her into a house wife shell let you know what it is before you start catching fe,1
dearfeministmen there are easier way to get pussy wout sacrificing your man hoodbest of all they dont include losing ur self respect,1
 no worries thank you for responding can i ask you a question i find it very interesting can you tell me why you are an atheist im just curious,0
 boltey hai na ki jo beef kaate hai uski akal gutno me reti hai n i can expect it brain he is the pm of my country n yes we celeb his bday every day n it make sense the ppl who offer prayers fr osama bin laden janaza have much of the probs fewer lives n minds cant be changed,0
 roberts is a fuckin fag smack the shit outta him,1
im stuck in my room the house is shifting or whatever and it used to be just kind of a bitch to open my door but now its like stuck,1
whyihateinstagram it can make a bitch cheat up to four points on the scale of  to ,1
 keep your avi hoe,1
 i blocked that annoying ass sand nigger claims to not be biased but yet no one can say anything about khan,1
 in a relationship theres gonna be bitches badder than yours or niggas doing better than your nigga thats where the loyalty,1
 nah some honkey lookin dude at chr,0
 bitch,1
 dont keep signing all this talent for what so they can be on main event ever week or get lost in the shuffle chad cable is a amazing wrestling but he is in a tag team with bobby rhoode that dont make any sense and people wonder why cody left because he is a main event talent,0
 aye stfu you dyke lookin bitch im pretty sure you have a bigger dick than your boyfriend,1
when did miley turn ghetto,0
 when your man call you a bitch when yall arguing he dont think you really a bitch you just actin like one,1
worlds biggest faggot lol,1
pay back a bitch aint it,1
 my girl told me she was on her period i immediately power bombed her hoe ass,1
stoni is a fuckin queer,1
wish i coulda said more to tonight good seeing you fag ,1
 do i have time for these hoes no no no no no no _ no no no ,1
ad  jacobite rising of bonnie prince charlie,1
 yankees win final score ,0
katys grand exit tonight from firehouse hasta la bye bye bitches ,1
yes daryl and michone are my niccas got it recorded been waiting months for this season premiere,1
 the truth of it is that unless she has evidence than its only allegations if there is no proof than it is only what she says against what he says she doesnt get marks for truthfulness just because she is a woman because women can lie just as quickly as a man can,0
bite me bitch chew on a  footer,1
 forever  hoes,0
i talked to some birds i fell in love again,1
 pit bulls photographed as lovely fairy tale creatures they are fairy tale creatures,1
 hey bitch if your gonna talk shit tag me and quit being such a bitch how did i fuck up the car cause it wont hold air dumbass,1
